Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time,Comment
2023-10-20,Flat Barbell Bench Press,Chest,185.0,lbs,2,,,,""
2023-10-20,Flat Barbell Bench Press,Chest,185.0,lbs,3,,,,""
2023-10-20,Flat Barbell Bench Press,Chest,185.0,lbs,2,,,,""
2023-10-20,Flat Barbell Bench Press,Chest,135.0,lbs,16,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,25.0,lbs,15,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,30.0,lbs,15,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,30.0,lbs,10,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,22.5,lbs,15,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,40.0,lbs,3,,,,""
2023-10-22,Incline Seated Hammer Curl,Biceps,22.5,lbs,15,,,,""
2023-10-22,Shoulder Cable Rotation,Shoulders,15.0,lbs,10,,,,""
2023-10-22,Shoulder Cable Rotation,Shoulders,15.0,lbs,10,,,,""
2023-10-22,Shoulder Cable Rotation,Shoulders,15.0,lbs,10,,,,""
2023-10-22,Shoulder Cable Rotation,Shoulders,15.0,lbs,10,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,50.0,lbs,15,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,100.0,lbs,15,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,110.0,lbs,15,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,110.0,lbs,10,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,70.0,lbs,15,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,70.0,lbs,15,,,,""
2023-10-22,Straight-Arm Cable Pushdown,Back,90.0,lbs,15,,,,""
2023-10-25,Shoulder Cable Rotation,Shoulders,15.0,lbs,15,,,,""
2023-10-25,Shoulder Cable Rotation,Shoulders,15.0,lbs,15,,,,""
2023-10-25,Shoulder Cable Rotation,Shoulders,20.0,lbs,15,,,,""
2023-10-25,Shoulder Cable Rotation,Shoulders,20.0,lbs,15,,,,""
2023-10-25,EZ-Bar Skullcrusher,Triceps,30.0,lbs,15,,,,""
2023-10-25,EZ-Bar Skullcrusher,Triceps,60.0,lbs,15,,,,""
2023-10-25,Incline Dumbbell Bench Press,Chest,70.0,lbs,15,,,,""
2023-10-25,Incline Dumbbell Bench Press,Chest,120.0,lbs,6,,,,""
2023-10-25,Incline Dumbbell Bench Press,Chest,100.0,lbs,5,,,,""
2023-10-25,EZ-Bar Skullcrusher,Triceps,55.0,lbs,15,,,,""
2023-10-25,EZ-Bar Curl,Biceps,55.0,lbs,6,,,,""
2023-10-25,EZ-Bar Curl,Biceps,85.0,lbs,3,,,,""
2023-10-25,EZ-Bar Skullcrusher,Triceps,85.0,lbs,4,,,,""
2023-10-25,EZ-Bar Skullcrusher,Triceps,65.0,lbs,5,,,,""
2023-10-25,EZ-Bar Curl,Biceps,65.0,lbs,6,,,,""
2023-10-25,Seated Cable Row,Back,70.0,lbs,15,,,,""
2023-10-25,Seated Cable Row,Back,100.0,lbs,15,,,,""
2023-10-25,Seated Cable Row,Back,140.0,lbs,5,,,,""
2023-10-25,Seated Cable Row,Back,110.0,lbs,15,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,95.0,lbs,15,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,115.0,lbs,15,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,135.0,lbs,10,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,135.0,lbs,5,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,115.0,lbs,12,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,95.0,lbs,10,,,,""
2023-11-10,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2023-11-10,Lat Pulldown,Back,60.0,lbs,15,,,,""
2023-11-10,Curl Pulldown Bicep,Biceps,60.0,lbs,15,,,,""
2023-11-10,Lat Pulldown,Back,100.0,lbs,15,,,,""
2023-11-10,Curl Pulldown Bicep,Biceps,100.0,lbs,15,,,,""
2023-11-10,Lat Pulldown,Back,100.0,lbs,10,,,,""
2023-11-10,Curl Pulldown Bicep,Biceps,100.0,lbs,10,,,,""
2023-11-10,Lat Pulldown,Back,120.0,lbs,5,,,,""
2023-11-10,Curl Pulldown Bicep,Biceps,120.0,lbs,5,,,,""
2023-11-10,Lat Pulldown,Back,80.0,lbs,15,,,,""
2023-11-10,Curl Pulldown Bicep,Biceps,80.0,lbs,15,,,,""
2023-11-10,Running (Treadmill),Cardio,,,,1.0,mi,0:09:22,""
2023-11-12,Running (Treadmill),Cardio,,,,0.5,mi,0:05:00,""
2023-11-12,Single Arm Tricep Cable Push Back,Triceps,20.0,lbs,10,,,,""
2023-11-12,Chin Up,Back,1.0,lbs,5,,,,""
2023-11-12,Chin Up,Back,1.0,lbs,5,,,,""
2023-11-12,Single Arm Tricep Cable Push Back,Triceps,10.0,lbs,10,,,,""
2023-11-12,Single Arm Tricep Cable Push Back,Triceps,20.0,lbs,5,,,,""
2023-11-12,Chin Up,Back,1.0,lbs,5,,,,""
2023-11-12,Bulgarian Split Squat,Legs,80.0,lbs,5,,,,""
2023-11-12,Bulgarian Split Squat,Legs,100.0,lbs,5,,,,""
2023-11-12,Bulgarian Split Squat,Legs,0.0,lbs,5,,,,""
2023-11-12,Seated Dumbbell Press,Shoulders,50.0,lbs,15,,,,""
2023-11-12,Seated Dumbbell Press,Shoulders,100.0,lbs,15,,,,""
2023-11-12,Seated Dumbbell Press,Shoulders,100.0,lbs,15,,,,""
2023-11-12,Running (Treadmill),Cardio,,,,1.1,mi,0:09:23,""
2023-11-17,Barbell Curl,Biceps,45.0,lbs,5,,,,""
2023-11-17,Barbell Curl,Biceps,65.0,lbs,5,,,,""
2023-11-17,Barbell Curl,Biceps,95.0,lbs,4,,,,""
2023-11-17,Push-up,Body,1.0,lbs,50,,,,""
2023-11-17,Barbell Curl,Biceps,65.0,lbs,10,,,,""
2023-11-17,Barbell Upright Row,Back,65.0,lbs,1,,,,""
2023-11-17,Barbell Upright Row,Back,65.0,lbs,10,,,,""
2023-11-17,Barbell Upright Row,Back,65.0,lbs,10,,,,""
2023-11-17,Bulgarian Split Squat,Legs,65.0,lbs,3,,,,""
2023-11-17,Barbell Overhead Press,Shoulders,65.0,lbs,10,,,,""
2023-11-17,Barbell Overhead Press,Shoulders,85.0,lbs,10,,,,""
2023-11-17,Pull Up,Back,1.0,lbs,5,,,,""
2023-11-17,Pull Up,Back,1.0,lbs,5,,,,""
2023-11-17,Chin Up,Back,1.0,lbs,5,,,,""
2023-11-17,Pull Up,Back,1.0,lbs,6,,,,""
2023-11-17,Turkish Getup,Body,45.0,lbs,1,,,,""
2023-11-17,Turkish Getup,Body,55.0,lbs,1,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,45.0,lbs,10,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,95.0,lbs,10,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,125.0,lbs,10,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,125.0,lbs,10,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,175.0,lbs,5,,,,""
2023-11-18,Flat Barbell Bench Press,Chest,195.0,lbs,3,,,,""
2023-11-20,Incline Barbell Bench Press,Chest,95.0,lbs,10,,,,""
2023-11-20,Incline Barbell Bench Press,Chest,105.0,lbs,10,,,,""
2023-11-20,Incline Barbell Bench Press,Chest,65.0,lbs,10,,,,""
2023-11-20,Incline Barbell Bench Press,Chest,105.0,lbs,12,,,,""
2023-11-20,Bulgarian Split Squat,Legs,1.0,lbs,5,,,,""
2023-11-20,Bulgarian Split Squat,Legs,45.0,lbs,10,,,,""
2023-11-20,Bulgarian Split Squat,Legs,65.0,lbs,10,,,,""
2023-11-20,Bulgarian Split Squat,Legs,95.0,lbs,8,,,,""
2023-11-20,Bulgarian Split Squat,Legs,135.0,lbs,5,,,,""
2023-11-20,Romanian Deadlift,Legs,65.0,lbs,4,,,,""
2023-11-20,Romanian Deadlift,Legs,95.0,lbs,3,,,,""
2023-11-20,Shoulder Cable Rotation,Shoulders,10.0,lbs,20,,,,""
2023-11-20,Shoulder Cable Rotation,Shoulders,10.0,lbs,20,,,,""
2023-11-20,Shoulder Cable Rotation,Shoulders,10.0,lbs,20,,,,""
2023-11-20,Shoulder Cable Rotation,Shoulders,10.0,lbs,15,,,,""
2023-11-20,Shoulder Cable Rotation,Shoulders,15.0,lbs,5,,,,""
2023-11-29,Flat Dumbbell Bench Press,Chest,60.0,lbs,15,,,,""
2023-11-29,Flat Dumbbell Bench Press,Chest,100.0,lbs,15,,,,""
2023-11-29,Flat Dumbbell Bench Press,Chest,160.0,lbs,6,,,,""
2023-11-29,Flat Dumbbell Bench Press,Chest,160.0,lbs,8,,,,""
2023-11-29,Flat Dumbbell Bench Press,Chest,160.0,lbs,4,,,,""
2023-11-29,EZ-Bar Skullcrusher,Triceps,30.0,lbs,15,,,,""
2023-11-29,EZ-Bar Skullcrusher,Triceps,50.0,lbs,15,,,,""
2023-11-29,EZ-Bar Skullcrusher,Triceps,60.0,lbs,15,,,,""
2023-11-29,EZ-Bar Curl,Biceps,60.0,lbs,10,,,,""
2023-11-29,EZ-Bar Skullcrusher,Triceps,60.0,lbs,2,,,,""
2023-12-01,Seated Dumbbell Press,Shoulders,40.0,lbs,15,,,,""
2023-12-01,Seated Dumbbell Press,Shoulders,70.0,lbs,15,,,,""
2023-12-01,Seated Dumbbell Press,Shoulders,100.0,lbs,12,,,,""
2023-12-01,Seated Dumbbell Press,Shoulders,100.0,lbs,12,,,,""
2023-12-01,Dumbbell Curl,Biceps,30.0,lbs,6,,,,""
2023-12-01,Dumbbell Curl,Biceps,35.0,lbs,6,,,,""
2023-12-01,Dumbbell Curl,Biceps,50.0,lbs,3,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,95.0,lbs,6,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,95.0,lbs,15,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,135.0,lbs,10,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,135.0,lbs,15,,,,""
2023-12-08,Incline Barbell Bench Press,Chest,65.0,lbs,17,,,,""
2023-12-08,EZ-Bar Preacher Curl,Biceps,15.0,lbs,15,,,,""
2023-12-08,EZ-Bar Preacher Curl,Biceps,35.0,lbs,15,,,,""
2023-12-08,EZ-Bar Preacher Curl,Biceps,45.0,lbs,12,,,,""
2023-12-08,EZ-Bar Preacher Curl,Biceps,55.0,lbs,8,,,,""
2023-12-08,EZ-Bar Preacher Curl,Biceps,35.0,lbs,15,,,,""
2023-12-18,Push-up,Body,1.0,lbs,20,,,,""
2023-12-18,Push-up,Body,1.0,lbs,20,,,,""
2023-12-18,Push-up,Body,1.0,lbs,30,,,,""
2023-12-18,Push-up,Body,1.0,lbs,30,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,50.0,lbs,15,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,90.0,lbs,15,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,160.0,lbs,2,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,180.0,lbs,2,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,200.0,lbs,0,,,,"Fuck"
2023-12-21,Flat Dumbbell Bench Press,Chest,200.0,lbs,0,,,,"Fuck"
2023-12-21,Flat Dumbbell Bench Press,Chest,200.0,lbs,0,,,,"Fuck"
2023-12-21,Flat Dumbbell Bench Press,Chest,180.0,lbs,3,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,180.0,lbs,1,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,160.0,lbs,1,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,140.0,lbs,10,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,140.0,lbs,7,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,120.0,lbs,5,,,,""
2023-12-21,Flat Dumbbell Bench Press,Chest,100.0,lbs,15,,,,""
2023-12-27,Flat Dumbbell Bench Press,Chest,60.0,lbs,5,,,,""
2023-12-27,Flat Dumbbell Bench Press,Chest,100.0,lbs,5,,,,""
2023-12-27,Flat Dumbbell Bench Press,Chest,200.0,lbs,0,,,,"Fuck"
2023-12-27,Flat Dumbbell Bench Press,Chest,200.0,lbs,0,,,,"Fuck"
2023-12-27,Flat Dumbbell Bench Press,Chest,190.0,lbs,0,,,,"Fuck"
2023-12-27,Flat Dumbbell Bench Press,Chest,180.0,lbs,2,,,,""
2023-12-27,Flat Dumbbell Bench Press,Chest,170.0,lbs,3,,,,""
2023-12-27,Flat Dumbbell Bench Press,Chest,120.0,lbs,15,,,,""
2023-12-27,Lat Pulldown,Back,80.0,lbs,15,,,,""
2023-12-27,Lat Pulldown,Back,170.0,lbs,4,,,,""
2024-01-02,Flat Barbell Bench Press,Chest,135.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,110.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,40.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,60.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,80.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,140.0,lbs,10,,,,""
2024-01-02,Tricep Cable Pull Down,Triceps,100.0,lbs,10,,,,""
2024-01-02,Cable Upright Bar Row,Back,40.0,lbs,10,,,,""
2024-01-02,Cable Upright Bar Row,Back,60.0,lbs,12,,,,""
2024-01-02,Flat Barbell Bench Press,Chest,135.0,lbs,10,,,,""
2024-01-02,Cable Upright Bar Row,Back,80.0,lbs,10,,,,""
2024-01-02,Flat Barbell Bench Press,Chest,165.0,lbs,10,,,,""
2024-01-02,Flat Barbell Bench Press,Chest,185.0,lbs,3,,,,""
2024-01-02,Flat Barbell Bench Press,Chest,185.0,lbs,2,,,,""
2024-01-02,Cable Upright Bar Row,Back,100.0,lbs,10,,,,""
2024-01-02,Cable Upright Bar Row,Back,120.0,lbs,10,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,95.0,lbs,15,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,115.0,lbs,15,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2024-01-11,Incline Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,15.0,lbs,15,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,35.0,lbs,15,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,45.0,lbs,5,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,45.0,lbs,5,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,45.0,lbs,5,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,45.0,lbs,12,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,55.0,lbs,6,,,,""
2024-01-11,EZ-Bar Preacher Curl,Biceps,45.0,lbs,8,,,,""
2024-01-11,Cable Upright Bar Row,Back,40.0,lbs,4,,,,""
2024-01-12,Tricep Extension Machine,Triceps,35.0,lbs,10,,,,""
2024-01-12,Tricep Extension Machine,Triceps,50.0,lbs,15,,,,""
2024-01-12,Tricep Extension Machine,Triceps,65.0,lbs,13,,,,""
2024-01-12,Tricep Extension Machine,Triceps,80.0,lbs,2,,,,""
2024-01-12,Tricep Extension Machine,Triceps,65.0,lbs,15,,,,""
2024-01-12,Tricep Extension Machine,Triceps,80.0,lbs,5,,,,""
2024-01-12,Leg Press,Legs,140.0,lbs,5,,,,""
2024-01-12,Leg Press,Legs,300.0,lbs,10,,,,""
2024-01-12,Leg Press,Legs,400.0,lbs,10,,,,""
2024-01-12,Leg Press,Legs,400.0,lbs,10,,,,""
2024-01-12,Leg Press,Legs,400.0,lbs,10,,,,""
2024-01-12,Leg Press,Legs,400.0,lbs,10,,,,""
2024-01-12,Leg Press,Legs,400.0,lbs,15,,,,""
2024-01-12,Seated Cable Row,Back,60.0,lbs,11,,,,""
2024-01-12,Seated Cable Row,Back,90.0,lbs,15,,,,""
2024-01-12,Seated Cable Row,Back,110.0,lbs,15,,,,""
2024-01-15,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2024-01-15,Incline Barbell Bench Press,Chest,135.0,lbs,5,,,,""
2024-01-15,Incline Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2024-01-15,Incline Barbell Bench Press,Chest,135.0,lbs,12,,,,""
2024-01-15,Incline Barbell Bench Press,Chest,135.0,lbs,8,,,,""
2024-01-15,Turkish Getup,Body,1.0,lbs,1,,,,""
2024-01-15,Turkish Getup,Body,22.0,lbs,2,,,,""
2024-01-15,Turkish Getup,Body,30.0,lbs,5,,,,""
2024-01-15,Turkish Getup,Body,40.0,lbs,3,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,40.0,lbs,15,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,90.0,lbs,15,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,120.0,lbs,15,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,150.0,lbs,8,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,140.0,lbs,5,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,120.0,lbs,10,,,,""
2024-01-15,Tricep Cable Pull Down,Triceps,100.0,lbs,14,,,,""
2024-01-16,Push-up,Body,1.0,lbs,33,,,,""
2024-01-16,Push-up,Body,1.0,lbs,33,,,,""
2024-01-16,Push-up,Body,1.0,lbs,34,,,,""
2024-01-16,Push-up,Body,1.0,lbs,20,,,,""
2024-01-17,Dumbbell Hammer Curl,Biceps,40.0,lbs,15,,,,""
2024-01-17,Dumbbell Hammer Curl,Biceps,60.0,lbs,15,,,,""
2024-01-17,Dumbbell Hammer Curl,Biceps,100.0,lbs,0,,,,"Damn"
2024-01-17,Dumbbell Hammer Curl,Biceps,80.0,lbs,7,,,,""
2024-01-17,Dumbbell Hammer Curl,Biceps,70.0,lbs,12,,,,""
2024-01-17,Dumbbell Curl,Biceps,35.0,lbs,10,,,,""
2024-01-17,Dumbbell Curl,Biceps,35.0,lbs,12,,,,""
2024-01-17,Dumbbell Curl,Biceps,40.0,lbs,6,,,,""
2024-01-17,Seated Dumbbell Press,Shoulders,60.0,lbs,15,,,,""
2024-01-17,Seated Dumbbell Press,Shoulders,110.0,lbs,8,,,,""
2024-01-17,Seated Dumbbell Press,Shoulders,110.0,lbs,9,,,,""
2024-01-17,Seated Dumbbell Press,Shoulders,100.0,lbs,8,,,,""
2024-01-17,Lateral Dumbbell Raise,Shoulders,15.0,lbs,15,,,,""
2024-01-17,Lateral Dumbbell Raise,Shoulders,20.0,lbs,11,,,,""
2024-01-20,Push-up,Body,1.0,lbs,25,,,,""
2024-01-20,Push-up,Body,1.0,lbs,25,,,,""
2024-01-20,Push-up,Body,1.0,lbs,25,,,,""
2024-01-20,Push-up,Body,1.0,lbs,25,,,,""
2024-01-20,Push-up,Body,1.0,lbs,25,,,,""
2024-01-23,Egyptian Cable Lateral Raises,Shoulders,15.0,lbs,12,,,,""
2024-01-23,Egyptian Cable Lateral Raises,Shoulders,20.0,lbs,12,,,,""
2024-01-23,Egyptian Cable Lateral Raises,Shoulders,25.0,lbs,12,,,,""
2024-01-23,Egyptian Cable Lateral Raises,Shoulders,30.0,lbs,10,,,,""
2024-01-23,Egyptian Cable Lateral Raises,Shoulders,25.0,lbs,12,,,,""
2024-01-23,Incline Barbell Bench Press,Chest,45.0,lbs,12,,,,""
2024-01-23,Incline Barbell Bench Press,Chest,95.0,lbs,12,,,,""
2024-01-23,Incline Barbell Bench Press,Chest,135.0,lbs,12,,,,""
2024-01-23,Incline Barbell Bench Press,Chest,135.0,lbs,12,,,,""
2024-01-23,Turkish Getup,Body,25.0,lbs,1,,,,""
2024-01-23,Turkish Getup,Body,35.0,lbs,1,,,,""
2024-01-23,Turkish Getup,Body,45.0,lbs,2,,,,""
2024-01-23,Turkish Getup,Body,35.0,lbs,4,,,,""
2024-01-23,EZ-Bar Preacher Curl,Biceps,40.0,lbs,12,,,,""
2024-01-23,EZ-Bar Preacher Curl,Biceps,45.0,lbs,12,,,,""
2024-01-23,EZ-Bar Preacher Curl,Biceps,55.0,lbs,12,,,,""
2024-01-23,EZ-Bar Preacher Curl,Biceps,65.0,lbs,3,,,,""
2024-01-23,EZ-Bar Preacher Curl,Biceps,35.0,lbs,12,,,,""
2024-01-23,Tricep Cable Pull Down,Triceps,60.0,lbs,30,,,,""
2024-01-23,Tricep Cable Pull Down,Triceps,100.0,lbs,12,,,,""
2024-01-23,Tricep Cable Pull Down,Triceps,120.0,lbs,12,,,,""
2024-01-23,Tricep Cable Pull Down,Triceps,130.0,lbs,7,,,,""
2024-01-23,Tricep Cable Pull Down,Triceps,120.0,lbs,15,,,,""
2024-01-26,Decline Push-up,Chest,1.0,lbs,15,,,,""
2024-01-27,Decline Push-up,Chest,1.0,lbs,20,,,,""
2024-01-27,Diamond Push Up,Chest,1.0,lbs,2,,,,""
2024-01-27,Tricep Push Up,Chest,1.0,lbs,5,,,,""
2024-01-28,Leg Extension Machine,Legs,70.0,lbs,15,,,,""
2024-01-28,Leg Extension Machine,Legs,110.0,lbs,15,,,,""
2024-01-28,Leg Extension Machine,Legs,155.0,lbs,15,,,,""
2024-01-28,Leg Extension Machine,Legs,185.0,lbs,8,,,,""
2024-01-28,Leg Extension Machine,Legs,170.0,lbs,12,,,,""
2024-01-28,Parallel Bar Triceps Dip,Triceps,1.0,lbs,5,,,,""
2024-01-28,Parallel Bar Triceps Dip,Triceps,1.0,lbs,15,,,,""
2024-01-28,Parallel Bar Triceps Dip,Triceps,25.0,lbs,8,,,,""
2024-01-29,Incline Barbell Bench Press,Chest,45.0,lbs,15,,,,""
2024-01-29,Incline Barbell Bench Press,Chest,95.0,lbs,15,,,,""
2024-01-29,Incline Barbell Bench Press,Chest,135.0,lbs,12,,,,""
2024-01-29,Incline Barbell Bench Press,Chest,135.0,lbs,12,,,,""
2024-01-29,Seated Incline Dumbbell Curl,Biceps,15.0,lbs,15,,,,""
2024-01-29,Seated Incline Dumbbell Curl,Biceps,20.0,lbs,15,,,,""
2024-01-29,Seated Incline Dumbbell Curl,Biceps,35.0,lbs,10,,,,""
2024-01-29,Seated Incline Dumbbell Curl,Biceps,35.0,lbs,6,,,,""
2024-01-29,Seated Incline Dumbbell Curl,Biceps,30.0,lbs,12,,,,""
2024-01-29,Cable Upright Bar Row,Back,25.0,lbs,15,,,,""
2024-01-29,Cable Upright Bar Row,Back,45.0,lbs,15,,,,""
2024-01-29,Cable Upright Bar Row,Back,90.0,lbs,15,,,,""
2024-01-29,Cable Upright Bar Row,Back,100.0,lbs,12,,,,""
2024-01-29,Cable Upright Bar Row,Back,80.0,lbs,15,,,,""
2024-01-29,Iso Lateral Row,Back,45.0,lbs,15,,,,""
2024-01-29,Iso Lateral Row,Back,45.0,lbs,15,,,,""
2024-01-29,Iso Lateral Row,Back,45.0,lbs,20,,,,""
2024-01-29,Hammer Neutral Grip Lateral Pull Down,Back,60.0,lbs,15,,,,""
2024-01-29,Hammer Neutral Grip Lateral Pull Down,Back,120.0,lbs,12,,,,""
2024-01-29,Hammer Neutral Grip Lateral Pull Down,Back,130.0,lbs,6,,,,""
2024-01-29,Hammer Neutral Grip Lateral Pull Down,Back,120.0,lbs,10,,,,""
2024-02-07,Flat Dumbbell Bench Press,Chest,80.0,lbs,15,,,,""
2024-02-07,Flat Dumbbell Bench Press,Chest,100.0,lbs,15,,,,""
2024-02-07,Flat Dumbbell Bench Press,Chest,120.0,lbs,15,,,,""
2024-02-07,Flat Dumbbell Bench Press,Chest,140.0,lbs,10,,,,""
2024-02-07,Flat Dumbbell Bench Press,Chest,160.0,lbs,5,,,,""
2024-02-07,Cross Body Hammer Curl Dumbbell,Biceps,20.0,lbs,15,,,,""
2024-02-07,Cross Body Hammer Curl Dumbbell,Biceps,25.0,lbs,15,,,,""
2024-02-07,Cross Body Hammer Curl Dumbbell,Biceps,30.0,lbs,15,,,,""
2024-02-07,Cross Body Hammer Curl Dumbbell,Biceps,35.0,lbs,8,,,,""
2024-02-07,Dumbbell Curl,Biceps,35.0,lbs,2,,,,""
2024-02-12,Incline Barbell Bench Press,Chest,45.0,lbs,12,,,,""
2024-02-12,Incline Barbell Bench Press,Chest,95.0,lbs,15,,,,""
2024-02-12,Incline Barbell Bench Press,Chest,135.0,lbs,15,,,,""
2024-02-12,Incline Barbell Bench Press,Chest,155.0,lbs,8,,,,""
2024-02-12,Lat Pulldown,Back,80.0,lbs,15,,,,""
2024-02-12,Lat Pulldown,Back,130.0,lbs,10,,,,""
2024-02-12,Lat Pulldown,Back,130.0,lbs,12,,,,""
2024-02-12,Curl Pulldown Bicep,Biceps,60.0,lbs,15,,,,""
2024-02-12,Curl Pulldown Bicep,Biceps,140.0,lbs,10,,,,""
2024-02-12,Curl Pulldown Bicep,Biceps,150.0,lbs,10,,,,""
2024-02-12,Seated Leg Curl Machine,Legs,50.0,lbs,15,,,,""
2024-02-12,Seated Leg Curl Machine,Legs,110.0,lbs,10,,,,""
2024-02-13,Bulgarian Split Squat,Legs,1.0,lbs,2,,,,""
2024-02-13,Bulgarian Split Squat,Legs,45.0,lbs,5,,,,""
2024-02-13,Bulgarian Split Squat,Legs,65.0,lbs,5,,,,""
2024-02-13,Bulgarian Split Squat,Legs,95.0,lbs,5,,,,""
2024-02-13,Bulgarian Split Squat,Legs,115.0,lbs,5,,,,""
2024-02-13,Bulgarian Split Squat,Legs,135.0,lbs,5,,,,""
2024-02-13,Cable Upright Bar Row,Back,30.0,lbs,15,,,,""
2024-02-13,Cable Upright Bar Row,Back,70.0,lbs,15,,,,""
2024-02-13,Cable Upright Bar Row,Back,100.0,lbs,15,,,,""
2024-02-13,Cable Upright Bar Row,Back,100.0,lbs,15,,,,""
2024-02-13,Cable Upright Bar Row,Back,100.0,lbs,15,,,,""
2024-02-13,Barbell Overhead Press,Shoulders,45.0,lbs,15,,,,""
2024-02-13,Barbell Overhead Press,Shoulders,95.0,lbs,5,,,,""
2024-02-13,Barbell Overhead Press,Shoulders,95.0,lbs,6,,,,""
2024-02-13,Barbell Overhead Press,Shoulders,115.0,lbs,3,,,,""
2024-02-13,Barbell Overhead Press,Shoulders,95.0,lbs,8,,,,""
2024-02-18,Dumbbell Row,Back,30.0,lbs,15,,,,""
2024-02-18,Dumbbell Row,Back,40.0,lbs,15,,,,""
2024-02-18,Dumbbell Row,Back,50.0,lbs,15,,,,""
2024-02-18,Dumbbell Row,Back,50.0,lbs,15,,,,""
2024-02-18,Seated Cable Row,Back,80.0,lbs,15,,,,""
2024-02-18,Seated Cable Row,Back,110.0,lbs,15,,,,""
2024-02-18,Seated Cable Row,Back,120.0,lbs,15,,,,""
2024-02-18,Seated Cable Row,Back,100.0,lbs,15,,,,""
2024-02-26,Incline Dumbbell Bench Press,Chest,70.0,lbs,15,,,,""
2024-02-26,Incline Dumbbell Bench Press,Chest,140.0,lbs,6,,,,""
2024-02-26,Incline Dumbbell Bench Press,Chest,140.0,lbs,10,,,,""
2024-02-26,Incline Dumbbell Bench Press,Chest,140.0,lbs,6,,,,""
2024-02-26,Cable Upright Bar Row,Back,30.0,lbs,20,,,,""
